종류,작품명,위키제목,저자,출처,연도,시대,시대_N
시,만나려는 심사,진달래꽃 (시집)/만나려는 심사,김소월,,1925,1920,E2
시,만리성,진달래꽃 (시집)/만리성,김소월,,1925,1920,E2
시,맘 켕기는 날,진달래꽃 (시집)/맘 켕기는 날,김소월,,1925,1920,E2
시,맘에 있는 말이라고 다 할까 보냐,진달래꽃 (시집)/맘에 있는 말이라고 다 할까 보냐,김소월,,1925,1920,E2
시,먼 후일,진달래꽃 (시집)/먼 후일,김소월,,1925,1920,E2
시,몹쓸 꿈,진달래꽃 (시집)/몹쓸 꿈,김소월,,1925,1920,E2
시,못 잊어,진달래꽃 (시집)/못 잊어,김소월,,1925,1920,E2
시,무덤,진달래꽃 (시집)/무덤,김소월,,1925,1920,E2
시,무신,진달래꽃 (시집)/무신,김소월,,1925,1920,E2
시,무심,진달래꽃 (시집)/무심,김소월,,1925,1920,E2
시,묵념,진달래꽃 (시집)/묵념,김소월,,1925,1920,E2
시,물마름,진달래꽃 (시집)/물마름,김소월,,1925,1920,E2
시,바다,진달래꽃 (시집)/바다,김소월,,1925,1920,E2
시,바다가 변하야 뽕나무밭 된다고,진달래꽃 (시집)/바다가 변하야 뽕나무밭 된다고,김소월,,1925,1920,E2
시,바라건대는 우리에게 우리의 보습 대일 땅이 있었더면,진달래꽃 (시집)/바라건대는 우리에게 우리의 보습 대일 땅이 있었더면,김소월,,1925,1920,E2
시,바람과 봄,진달래꽃 (시집)/바람과 봄,김소월,,1925,1920,E2
시,바리운 몸,진달래꽃 (시집)/바리운 몸,김소월,,1925,1920,E2
시,반달,진달래꽃 (시집)/반달,김소월,,1925,1920,E2
시,밤,진달래꽃 (시집)/밤,김소월,,1925,1920,E2
시,밭고랑 위에서,진달래꽃 (시집)/밭고랑 위에서,김소월,,1925,1920,E2
시,봄 밤,진달래꽃 (시집)/봄 밤,김소월,,1925,1920,E2
시,봄비,진달래꽃 (시집)/봄비,김소월,,1925,1920,E2
시,부귀공명,진달래꽃 (시집)/부귀공명,김소월,,1925,1920,E2
시,부모,진달래꽃 (시집)/부모,김소월,,1925,1920,E2
시,부부,진달래꽃 (시집)/부부,김소월,,1925,1920,E2
시,부헝새,진달래꽃 (시집)/부헝새,김소월,,1925,1920,E2
시,분 얼굴,진달래꽃 (시집)/분 얼굴,김소월,,1925,1920,E2
시,불운에 우는 그대여,진달래꽃 (시집)/불운에 우는 그대여,김소월,,1925,1920,E2
시,붉은 조수,진달래꽃 (시집)/붉은 조수,김소월,,1925,1920,E2
시,비난수 하는 맘,진달래꽃 (시집)/비난수 하는 맘,김소월,,1925,1920,E2
시,사노라면 사람은 죽는 것을,진달래꽃 (시집)/사노라면 사람은 죽는 것을,김소월,,1925,1920,E2
시,삭주구성,진달래꽃 (시집)/삭주구성,김소월,,1925,1920,E2
시,산,진달래꽃 (시집)/산,김소월,,1925,1920,E2
시,산 위에,진달래꽃 (시집)/산 위에,김소월,,1925,1920,E2
시,산유화,진달래꽃 (시집)/산유화,김소월,,1925,1920,E2
시,새벽,진달래꽃 (시집)/새벽,김소월,,1925,1920,E2
시,생과 사,진달래꽃 (시집)/생과 사,김소월,,1925,1920,E2
시,서울 밤,진달래꽃 (시집)/서울 밤,김소월,,1925,1920,E2
시,설움의 덩이,진달래꽃 (시집)/설움의 덩이,김소월,,1925,1920,E2
시,수아,진달래꽃 (시집)/수아,김소월,,1925,1920,E2
시,실제 1,진달래꽃 (시집)/실제 1,김소월,,1925,1920,E2
시,실제 2,진달래꽃 (시집)/실제 2,김소월,,1925,1920,E2
시,아내 몸,진달래꽃 (시집)/아내 몸,김소월,,1925,1920,E2
시,애모,진달래꽃 (시집)/애모,김소월,,1925,1920,E2
시,어버이,진달래꽃 (시집)/어버이,김소월,,1925,1920,E2
시,어인,진달래꽃 (시집)/어인,김소월,,1925,1920,E2
시,엄마야 누나야,진달래꽃 (시집)/엄마야 누나야,김소월,,1925,1920,E2
시,엄숙,진달래꽃 (시집)/엄숙,김소월,,1925,1920,E2
시,여름의 달밤,진달래꽃 (시집)/여름의 달밤,김소월,,1925,1920,E2
시,여수,진달래꽃 (시집)/여수,김소월,,1925,1920,E2
시,여자의 냄새,진달래꽃 (시집)/여자의 냄새,김소월,,1925,1920,E2
시,열락,진달래꽃 (시집)/열락,김소월,,1925,1920,E2
시,예전엔 미처 몰랐어요,진달래꽃 (시집)/예전엔 미처 몰랐어요,김소월,,1925,1920,E2
시,옛날,진달래꽃 (시집)/옛날,김소월,,1925,1920,E2
시,옛이야기,진달래꽃 (시집)/옛이야기,김소월,,1925,1920,E2
시,오는 봄,진달래꽃 (시집)/오는 봄,김소월,,1925,1920,E2
시,오시는 눈,진달래꽃 (시집)/오시는 눈,김소월,,1925,1920,E2
시,왕십리,진달래꽃 (시집)/왕십리,김소월,,1925,1920,E2
시,우리 집,진달래꽃 (시집)/우리 집,김소월,,1925,1920,E2
시,웡앙침,진달래꽃 (시집)/원앙침,김소월,,1925,1920,E2
시,월색,진달래꽃 (시집)/월색,김소월,,1925,1920,E2
시,잊었던 맘,진달래꽃 (시집)/잊었던 맘,김소월,,1925,1920,E2
시,자나 깨나 앉으나 서나,진달래꽃 (시집)/자나 깨나 앉으나 서나,김소월,,1925,1920,E2
시,자주 구름,진달래꽃 (시집)/자주 구름,김소월,,1925,1920,E2
시,저녁때,진달래꽃 (시집)/저녁때,김소월,,1925,1920,E2
시,전망,진달래꽃 (시집)/전망,김소월,,1925,1920,E2
시,접동새,진달래꽃 (시집)/접동새,김소월,,1925,1920,E2
시,제비,진달래꽃 (시집)/제비,김소월,,1925,1920,E2
시,지연,진달래꽃 (시집)/지연,김소월,,1925,1920,E2
시,진달래꽃,진달래꽃 (시집)/진달래꽃,김소월,,1925,1920,E2
시,집생각,진달래꽃 (시집)/집생각,김소월,,1925,1920,E2
시,찬 저녁,진달래꽃 (시집)/찬 저녁,김소월,,1925,1920,E2
시,천리만리,진달래꽃 (시집)/천리만리,김소월,,1925,1920,E2
시,첫 치마,진달래꽃 (시집)/첫 치마,김소월,,1925,1920,E2
시,초혼 ,진달래꽃 (시집)/초혼,김소월,,1925,1920,E2
시,추회,진달래꽃 (시집)/추회,김소월,,1925,1920,E2
시,춘향과 이도령,진달래꽃 (시집)/춘향과 이도령,김소월,,1925,1920,E2
시,풀 따기,진달래꽃 (시집)/풀 따기,김소월,,1925,1920,E2
시,하늘 끝,진달래꽃 (시집)/하늘 끝,김소월,,1925,1920,E2
시,하다못해 죽어 달려가 올라,진달래꽃 (시집)/하다못해 죽어 달려가 올라,김소월,,1925,1920,E2
시,합장,진달래꽃 (시집)/합장,김소월,,1925,1920,E2
시,해가 산마루에 저물어도,진달래꽃 (시집)/해가 산마루에 저물어도,김소월,,1925,1920,E2
시,황촉불,진달래꽃 (시집)/황촉불,김소월,,1925,1920,E2
시,후살이,진달래꽃 (시집)/후살이,김소월,,1925,1920,E2
시,훗길,진달래꽃 (시집)/훗길,김소월,,1925,1920,E2
시,희망,진달래꽃 (시집)/희망,김소월,,1925,1920,E2
시,비단안개,진달래꽃 (현대어 시집)/비단 안개,김소월,,1925,1920,E2
시,청천의 유방,청천의 유방,이장희,여명,1925,1920,E2
수필,출가자의 유서,출가자의 유서,이상화,,1925,1920,E2
소설,큰물 진 뒤,큰물 진 뒤,최서해,개벽,1925,1920,E2
소설,탈출기,탈출기,최서해,조선문단,1925,1920,E2
시,폭풍우를 기다리는 마음,폭풍우를 기다리는 마음,이상화,,1925,1920,E2
소설,흙의 세례,흙의 세례,이익상,개벽,1925,1920,E2
소설,B사감과 러브레터,B사감과 러브레터,현진건,,1925,1920,E2
소설,○씨,X씨,김동인,,1925,1920,E2
격문,6·10 만세운동 격문,6·10 만세운동 격문,김성수,,1926,1920,E2
소설,가로의 요술사,가로의 요술사,이효석,,1926,1920,E2
시,겨울 마음,겨울 마음,이상화,,1926,1920,E2
소설,고향 (현진건),고향 (현진건),현진건,,1926,1920,E2
소설,그믐밤,그믐밤,최서해,,1926,1920,E2
시,눈 (이장희),눈 (이장희),이장희,,1926,1920,E2
시,님의 침묵,님의 침묵/「？」,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/「사랑」을 사랑하여요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/가지 마셔요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/거문고 탈 때,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/거짓 이별,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/계월향에게,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/고대,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/고적한 밤,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/그를 보내며,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/금강산,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/길이 막혀,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/꽃싸움,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/꽃이 먼저 알아,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/꿈 깨고서,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/꿈과 근심,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/꿈이라면,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/나는 잊고저,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/나룻배와 행인,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/나의 길,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/나의 꿈,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/나의 노래,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/낙원은 가시덤풀에서,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/논개의 애인이 되어서 그의 묘에,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/눈물,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/님의 손길,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/님의 얼굴,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/님의 침묵,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/달을 보며,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/당신 가신 때,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/당신은,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/당신을 보았습니다,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/당신의 마음,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/당신의 편지,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/당신이 아니더면,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/독자에게,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/두견새,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/떠날 때의 님의 얼굴,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/만족,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/명상,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/반비례,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/밤은 고요하고,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/버리지 아니하면,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/복종,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/비,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/비밀,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/비방,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/사랑의 끝판,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/사랑의 불,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/사랑의 존재,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/사랑의 측량,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/사랑하는 까닭,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/생명,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/생의 예술,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/선사의 설법,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/수의 비밀,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/슬픔의 삼매,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/심은 버들,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/알 수 없어요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/어느것이 참이냐,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/어디라도,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/여름밤이 길어요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/예술가,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/오셔요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/요술,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/우는 때,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/의심하지 마셔요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/이별,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/이별은 미의 창조,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/인과율,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/자유정조,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/잠 없는 꿈,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/잠꼬대,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/정천한해,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/진주,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/차라리,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/착인,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/찬송,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/참말인가요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/참아 주셔요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/첫 키스,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/最初의 님,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/칠석,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/쾌락,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/타골의 시(GARDENISTO)를 읽고,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/포도주,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/하나가 되어주셔요,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/해당화,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/행복,한용운,,1926,1920,E2
시,님의 침묵,님의 침묵/후회,한용운,,1926,1920,E2
수필,壇君論[단군론],단군론,최남선,,1926,1920,E2
시,달밤,달밤,이상화,,1926,1920,E2
소설,담요,담요,최서해,,1926,1920,E2
추도사,"大行哀辭
 울려해도다시는잇지못할이섧음",대행애사,정인보,,1926,1920,E2
시,돈과 밥과 밤과 돌,돈과 밥과 밤과 돌,김소월,,1926,1920,E2
소설,동정 (현진건),동정 (현진건),현진건,,1926,1920,E2
소설,마음을 갈아먹는 사람,마음을 갈아먹는 사람,조명희,,1926,1920,E2
소설,마의태자(麻衣太子)상편/1. 허두,마의태자/제1장,이광수,,1926,1920,E2
소설,만두,만두,최서해,,1926,1920,E2
소설,미치광이,미치광이,최서해,,1926,1920,E2
시,바닷가의 밤,바닷가의 밤,김소월,,1926,1920,E2
소설,백금,백금,최서해,,1926,1920,E2
시,봄 못,봄 못,김소월,,1926,1920,E2
시,봄하늘에 눈물이 돌다,봄하늘에 눈물이 돌다,이장희,,1926,1920,E2
시,빼앗긴 들에도 봄은 오는가,빼앗긴 들에도 봄은 오는가,이상화,,1926,1920,E2
시,사랑하는 까닭,사랑하는 까닭,한용운,,1926,1920,E2
소설,사립 정신병원장,사립 정신병원장,현진건,,1926,1920,E2
노래,사(死)의 찬미(讚美),사의 찬미,윤심덕,,1926,1920,E2
동화,시골쥐 서울 구경,시골쥐 서울 구경,방정환,어린이,1926,1920,E2
수필,아시조선,아시조선,최남선,,1926,1920,E2
동화,욕심쟁이 땅차지,욕심쟁이 땅차지,방정환,어린이,1926,1920,E2
시,인과율,인과율,한용운,,1926,1920,E2
소설,저기압,저기압,조명희,조선지광61,1926,1920,E2
수필,조선 역사 그대로의 반영인 조선미술의 윤곽,조선 역사 그대로의 반영인 조선미술의 윤곽,김복진,개벽,1926,1920,E2
평론,조선혼과 현대정신의 파악,조선혼과 현대정신의 파악,현진건,개벽,1926,1920,E2
시,지구 흑점의 노래,지구 흑점의 노래,이상화,,1926,1920,E2
소설,지형근,지형근,나도향,조선문단,1926,1920,E2
소설,쫓기어 가는 이들,쫓기어 가는 이들,이익상,개벽,1926,1920,E2
시,통곡,통곡,이상화,개벽,1926,1920,E2
시,파란비,파란비,이상화,,1926,1920,E2
시,하일소경,하일소경,이장희,,1926,1920,E2
소설,해돋이,해돋이,최서해,신민,1926,1920,E2
소설,호랑이 형님,호랑이 형님,방정환,어린이,1926,1920,E2
시,흘러가는 물이라 맘이 물이면,흘러가는 물이라 맘이 물이면,김소월,,1926,1920,E2
소설,R군에게,R군에게,조명희,,1926,1920,E2
시,겨울의 모경,겨울의 모경,이장희,,1927,1920,E2
소설,그믐달 (이익상),그믐달 (이익상),이익상,,1927,1920,E2
소설,낙동강,낙동강,조명희,,1927,1920,E2
소설,농촌 사람들,농촌 사람들,조명희,,1927,1920,E2
소설,"딸의 업을 이으려
 어떤 부인 기자의 수기",딸의 업을 이으려,김동인,,1927,1920,E2
소설,마의태자(麻衣太子)상편/2. 국상,마의태자/제2장,이광수,,1927,1920,E2
소설,만년 셔츠,만년 셔츠,방정환,,1927,1920,E2
소설,명화 리듸아,명화 리듸아,김동인,,1927,1920,E2
칼럼,"百八煩惱批評에對하야
 薇蘇山人",백팔번뇌 비평에 대하야,정인보,,1927,1920,E2
시,봄철의 바다,봄철의 바다,이장희,,1927,1920,E2
수필,시끄러운 세상,시끄러운 세상,홍난파,문예시대,1927,1920,E2
금석문,언더우드 박사 동상에,언더우드 박사 동상에,정인보,,1927,1920,E2
수필,영혼에 관한 지식의 고금,영혼에 관한 지식의 고금,김교신,성서조선,1927,1920,E2
소설,인쇄한 러브레터,인쇄한 러브레터,권환,,1927,1920,E2
소설,전아사,전아사,최서해,동광,1927,1920,E2
소설,주리면... -- 어떤 생활의 단편,주리면,이효석,청년,1927,1920,E2
소설,최서방,최서방,계용묵,조선문단,1927,1920,E2
시,팔벼개,팔벼개 노래,김소월,,1927,1920,E2
소설,해 뜨는 지평선,해 뜨는 지평선,현진건,조선문단,1927,1920,E2
소설,홍염,홍염,최서해,조선문단,1927,1920,E2
소설,"갈등(葛藤)
 모 지식계급의 수기",갈등,최서해,,1928,1920,E2
소설,나의 어머니,나의 어머니,백신애,,1928,1920,E2
소설,단종애사(端宗哀史),단종애사/제1편,이광수,,1928,1920,E2
소설,단종애사(端宗哀史),단종애사/제2편,이광수,,1928,1920,E2
소설,단종애사(端宗哀史),단종애사/제3편,이광수,,1928,1920,E2
소설,단종애사(端宗哀史),단종애사/제4편,이광수,,1928,1920,E2
소설,도시와 유령,도시와 유령,이효석,,1928,1920,E2
소설,마의태자(麻衣太子)상편/3. 아버지,마의태자/제3장,이광수,,1928,1920,E2
수필,병창어,병창어,이광수,,1928,1920,E2
시,오다 가다,오다 가다,김억,,1928,1920,E2
소설,용과 용의 대격전,용과 용의 대격전,신채호,,1928,1920,E2
소설,이쁜이와 용이,이쁜이와 용이,조명희,동아일보,1928,1920,E2
시,저무는 놀안에서,저무는 놀안에서,이상화,,1928,1920,E2
수필,조선은 메나리 나라,조선은 메나리 나라,홍사용,,1928,1920,E2
소설,가상의 불량소녀,가상의 불량소녀,이익상,,1929,1920,E2
평론,같잖은 소설로 문제,같잖은 소설로 문제,현진건,,1929,1920,E2
수필,고도 순례 ― 경주,고도 순례 ― 경주,현진건,,1929,1920,E2
시,곡자사,곡자사,이상화,,1929,1920,E2
소설,광염 소나타,광염 소나타,김동인,,1929,1920,E2
노래,기러기,기러기,홍난파,,1929,1920,E2
소설,기우,기우,이효석,,1929,1920,E2
시,길차부,길차부,김소월,,1929,1920,E2
동화,꼬부랑 할머니,꼬부랑 할머니,방정환,,1929,1920,E2
노래,노래를 불러주오,노래를 불러주오,홍난파,,1929,1920,E2
시,눈 내리는 날,눈 내리는 날,이장희,,1929,1920,E2
소설,"눈보라
 동업자",눈보라,김동인,,1929,1920,E2
소설,마의태자(麻衣太子)상편/4. 수리재,마의태자/제4장,이광수,,1929,1920,E2
소설,먼동이 틀 때,먼동이 틀 때,최서해,,1929,1920,E2
소설,무명초,무명초,최서해,,1929,1920,E2
시,버레우는 소리,버레우는 소리,이장희,,1929,1920,E2
노래,병정나팔,병정나팔,홍난파,,1929,1920,E2
시,봉선화,봉선화,이장희,,1929,1920,E2
소설,북국점경,북국점경,이효석,,1929,1920,E2
시,우리 오빠와 화로,우리 오빠와 화로,임화,,1929,1920,E2
시,이 꼴이 되다니,이 꼴이 되다니,권환,무산자,1929,1920,E2
시,이대로 가랴마는,이대로 가랴마는,박용철,,1929,1920,E2
소설,인두지주,인두지주,계용묵,,1929,1920,E2
시,자연송,자연송/봄,황석우,,1929,1920,E2
시,자연송,자연송/불의 우주,황석우,,1929,1920,E2
소설,정조와 약가,정조와 약가,현진건,,1929,1920,E2
수필,청춘예찬,청춘예찬,민태원,별건곤,1929,1920,E2
소설,태평행,태평행,김동인,중외일보,1929,1920,E2
소설,행진곡,행진곡,이효석,,1929,1920,E2
소설,황원행,황원행,현진건,동아일보,1929,1920,E2
소설,K 박사의 연구,K박사의 연구,김동인,,1929,1920,E2
소설,12월 12일,12월 12일,이상,,1930,1930,E2
시,가랴거든 가거라-우리 진영 안에 있는 소(小)부르조아지에게 주는 노래,가랴거든 가거라,권한,,1930,1930,E2
소설,구두,구두,김동인,,1930,1930,E2
소설,깨뜨려지는 홍등(紅燈),깨뜨려지는 홍등,이효석,,1930,1930,E2
소설,노령근해(露領近海),노령근해,이효석,,1930,1930,E2
소설,다복(多福)한 베드로,다복한 베드로,김교신,,1930,1930,E2
수필,대구 사회 단체,대구 사회 단체,이육사,,1930,1930,E2
시,대구 행진곡,대구 행진곡,이상화,,1930,1930,E2
소설,대동강은 속삭인다,대동강은 속삭인다,김동인,,1930,1930,E2
시,떠나가는 배,떠나가는 배,박용철,,1930,1930,E2
소설,마의태자(麻衣太子)상편/5. 원수,마의태자/제5장,이광수,,1930,1930,E2
소설,마작철학,마작철학,이효석,,1930,1930,E2
시,말,말,이육사,,1930,1930,E2
시,머리를 땅까지 숙일 때까지,머리를 땅까지 숙일 때까지,권환,,1930,1930,E2
소설,무능자의 아내,무능자의 안해,김동인,,1930,1930,E2
소설,배회,배회,김동인,,1930,1930,E2
소설,벗기운 대금업자,벗기운 대금업자,김동인,,1930,1930,E2
시,봄바람,봄바람,김억,,1930,1930,E2
소설,북국사신(北國私信),북국사신,이효석,,1930,1930,E2
소설,상륙,상륙,이효석,,1930,1930,E2
수필,上海[상해] 이일 저일,상해 이일 저일,이광수,,1930,1930,E2
시,싸늘한 이마,싸늘한 이마,박용철,시문학,1930,1930,E2
소설,아리사 버들,아리사 버들,김동인,,1930,1930,E2
소설,약령기,약령기,이효석,삼거리,1930,1930,E2
수필,없는 이의 행복,없는 이의 행복,방정환,,1930,1930,E2
소설,젊은 그들,젊은 그들,김동인,동아일보,1930,1930,E2
수필,조선여성들의 밟을 길,조선여성들의 밟을 길,강경애,,1930,1930,E2
소설,죄와 벌,죄와 벌 (김동인),김동인,,1930,1930,E2
소설,추억,추억,이효석,,1930,1930,E2
수필,파리에서 본 것 늣긴 것,파리에서 본 것 늣긴 것,나혜석,대조,1930,1930,E2
소설,화환,화환,김동인,,1930,1930,E2
시,▽의 유희,▽의 유희,이상,,1931,1930,E2
소설,거지,거지,김동인,,1931,1930,E2
소설,결혼식,결혼식,김동인,,1931,1930,E2
수필,결혼제도 없는 사회,결혼제도 없는 사회,현진건,,1931,1930,E2
시,공복,공복,이상,,1931,1930,E2
소설,공장신문,공장신문,김남천,,1931,1930,E2
소설,기생집 문 앞에서 맴돌이하던 이야기,기생집 문 앞에서 맴돌이하던 이야기,채만식,,1931,1930,E2
소설,마의태자(麻衣太子)상편/6. 태백산,마의태자/제6장,이광수,,1931,1930,E2
소설,"무명씨전無名氏傳(무명씨전)
 A의 略歷(약역)",무명씨전,이광수,,1931,1930,E2
칼럼,"민족적수치
 채무에 시달린 충무공묘소",민족적수치,정인보,,1931,1930,E2
소설,박첨지의 죽음,박첨지의 죽음,김동인,,1931,1930,E2
시,반달과 소녀,반달과 소녀,한용운,,1931,1930,E2
